# STN;YYYYMMDD;   HH;   DD;    T;    Q
350;20200407;10;110;170;222
350;20200407;11;110;186;250
350;20200407;12;100;188;266
350;20200407;13;90;196;261
350;20200407;14;70;206;237
350;20200407;15;90;202;196
350;20200407;16;90;196;133
350;20200407;17;90;190;62
350;20200407;18;70;176;32
350;20200407;19;60;143;2
350;20200407;20;60;136;0
350;20200407;21;50;119;0
350;20200407;22;80;121;0
350;20200407;23;100;125;0
350;20200407;24;80;114;0
350;20200408;1;60;93;0
350;20200408;2;50;87;0
350;20200408;3;60;79;0
350;20200408;4;0;74;0
350;20200408;5;60;68;0
350;20200408;6;80;76;13
350;20200408;7;80;114;41
350;20200408;8;70;159;102
350;20200408;9;60;201;168
350;20200408;10;150;212;213
350;20200408;11;990;227;242
350;20200408;12;40;234;249
350;20200408;13;150;239;237
350;20200408;14;990;247;191
350;20200408;15;250;247;193
350;20200408;16;240;243;144
350;20200408;17;310;239;86
350;20200408;18;20;216;26
350;20200408;19;360;176;1
350;20200408;20;10;162;0
350;20200408;21;10;155;0
350;20200408;22;360;130;0
350;20200408;23;10;122;0
350;20200408;24;30;102;0
350;20200409;1;350;101;0
350;20200409;2;20;91;0
350;20200409;3;10;78;0
350;20200409;4;20;75;0
350;20200409;5;10;87;0
350;20200409;6;20;95;14
350;20200409;7;30;111;30
350;20200409;8;40;134;54
350;20200409;9;40;155;101
350;20200409;10;70;177;158
350;20200409;11;40;188;192
350;20200409;12;40;200;258
350;20200409;13;20;206;262
350;20200409;14;40;204;236
350;20200409;15;20;210;196
350;20200409;16;40;209;144
350;20200409;17;20;193;87
350;20200409;18;20;173;33
350;20200409;19;20;146;2
350;20200409;20;20;128;0
350;20200409;21;20;113;0
350;20200409;22;20;96;0
350;20200409;23;10;94;0
350;20200409;24;20;84;0
350;20200410;1;40;79;0
350;20200410;2;40;75;0
350;20200410;3;40;68;0
350;20200410;4;50;68;0
350;20200410;5;50;58;0
350;20200410;6;40;67;17
350;20200410;7;40;86;66
350;20200410;8;50;104;117
350;20200410;9;50;137;172
350;20200410;10;40;163;219
350;20200410;11;50;177;254
350;20200410;12;40;187;267
350;20200410;13;50;195;263
350;20200410;14;50;198;240
350;20200410;15;60;198;204
350;20200410;16;70;196;152
350;20200410;17;50;186;93
350;20200410;18;60;170;34
350;20200410;19;50;145;3
350;20200410;20;60;129;0
350;20200410;21;60;119;0
350;20200410;22;90;104;0
350;20200410;23;80;93;0
350;20200410;24;60;77;0
350;20200411;1;60;76;0
350;20200411;2;60;73;0
350;20200411;3;80;72;0
350;20200411;4;70;61;0
350;20200411;5;80;59;0
350;20200411;6;80;71;21
350;20200411;7;100;108;73
350;20200411;8;80;128;131
350;20200411;9;60;151;186
350;20200411;10;60;170;233
350;20200411;11;80;187;264
350;20200411;12;70;198;275
350;20200411;13;90;211;268
350;20200411;14;80;218;245
350;20200411;15;50;219;203
350;20200411;16;30;218;150
350;20200411;17;10;213;93
350;20200411;18;20;176;37
350;20200411;19;10;146;2
350;20200411;20;20;132;0
350;20200411;21;0;109;0
350;20200411;22;280;93;0
350;20200411;23;240;84;0
350;20200411;24;190;72;0
350;20200412;1;210;61;0
350;20200412;2;990;52;0
350;20200412;3;220;37;0
350;20200412;4;200;38;0
350;20200412;5;0;25;0
350;20200412;6;0;52;22
350;20200412;7;190;120;70
350;20200412;8;230;165;128
350;20200412;9;220;176;122
350;20200412;10;190;205;174
350;20200412;11;200;225;239
350;20200412;12;250;228;227
350;20200412;13;240;239;233
350;20200412;14;260;235;193
350;20200412;15;280;229;161
350;20200412;16;280;207;78
350;20200412;17;0;212;47
350;20200412;18;60;196;46
350;20200412;19;150;163;3
350;20200412;20;130;139;0
350;20200412;21;210;109;0
350;20200412;22;320;122;0
350;20200412;23;340;123;0
350;20200412;24;350;113;0
350;20200413;1;360;107;0
350;20200413;2;20;99;0
350;20200413;3;20;87;0
350;20200413;4;20;83;0
350;20200413;5;20;83;0
350;20200413;6;30;80;5
350;20200413;7;20;77;18
350;20200413;8;30;71;39
350;20200413;9;20;81;91
350;20200413;10;30;86;137
350;20200413;11;20;97;257
350;20200413;12;20;100;271
350;20200413;13;20;106;271
350;20200413;14;10;105;253
350;20200413;15;20;106;216
350;20200413;16;10;98;161
350;20200413;17;350;87;100
350;20200413;18;360;73;41
350;20200413;19;10;61;4
350;20200413;20;20;63;0
350;20200413;21;360;64;0
350;20200413;22;360;61;0
350;20200413;23;360;61;0
350;20200413;24;340;59;0
350;20200414;1;340;57;0
350;20200414;2;340;57;0
350;20200414;3;340;53;0
350;20200414;4;350;50;0
350;20200414;5;360;47;0
350;20200414;6;10;55;14
350;20200414;7;350;64;38
350;20200414;8;10;73;81
350;20200414;9;40;75;93
350;20200414;10;60;78;100
350;20200414;11;20;82;119
350;20200414;12;30;89;150
350;20200414;13;20;91;137
350;20200414;14;350;94;110
350;20200414;15;20;101;111
350;20200414;16;80;96;86
350;20200414;17;20;88;48
350;20200414;18;360;82;27
350;20200414;19;10;68;3
350;20200414;20;0;42;0
350;20200414;21;10;31;0
350;20200414;22;10;23;0
350;20200414;23;40;17;0
350;20200414;24;30;12;0
350;20200415;1;40;10;0
350;20200415;2;0;6;0
350;20200415;3;40;0;0
350;20200415;4;0;-6;0
350;20200415;5;990;-3;1
350;20200415;6;0;10;17
350;20200415;7;140;58;67
350;20200415;8;160;92;132
350;20200415;9;200;109;190
350;20200415;10;90;124;233
350;20200415;11;90;142;262
350;20200415;12;130;151;272
350;20200415;13;150;168;271
350;20200415;14;180;173;242
350;20200415;15;100;174;182
350;20200415;16;60;177;130
350;20200415;17;60;168;77
350;20200415;18;70;158;40
350;20200415;19;30;112;5
350;20200415;20;40;105;0
350;20200415;21;30;106;0
350;20200415;22;40;90;0
350;20200415;23;60;73;0
350;20200415;24;100;71;0
350;20200416;1;0;77;0
350;20200416;2;350;51;0
350;20200416;3;40;42;0
350;20200416;4;40;38;0
350;20200416;5;0;27;1
350;20200416;6;60;42;20
350;20200416;7;80;99;71
350;20200416;8;120;148;135
350;20200416;9;990;168;194
350;20200416;10;60;191;236
350;20200416;11;80;209;262
350;20200416;12;110;214;272
350;20200416;13;120;231;264
350;20200416;14;190;237;235
350;20200416;15;350;230;169
350;20200416;16;20;216;136
350;20200416;17;20;199;64
350;20200416;18;10;190;30
350;20200416;19;10;164;4
350;20200416;20;20;136;0
350;20200416;21;10;125;0
350;20200416;22;20;114;0
350;20200416;23;40;115;0
350;20200416;24;40;104;0
350;20200417;1;40;100;0
350;20200417;2;50;93;0
350;20200417;3;50;84;0
350;20200417;4;50;77;0
350;20200417;5;50;73;1
350;20200417;6;40;76;24
350;20200417;7;60;91;72
350;20200417;8;60;109;131
350;20200417;9;50;122;163
350;20200417;10;50;145;230
350;20200417;11;70;161;242
350;20200417;12;40;179;268
350;20200417;13;50;184;262
350;20200417;14;50;188;239
350;20200417;15;50;195;206
350;20200417;16;70;188;156
350;20200417;17;50;179;97
350;20200417;18;50;166;41
350;20200417;19;50;140;5
350;20200417;20;40;127;0
350;20200417;21;40;115;0
350;20200417;22;20;101;0
350;20200417;23;30;95;0
350;20200417;24;20;90;0
350;20200418;1;40;84;0
350;20200418;2;40;81;0
350;20200418;3;40;70;0
350;20200418;4;40;67;0
350;20200418;5;40;64;2
350;20200418;6;20;77;20
350;20200418;7;40;93;48
350;20200418;8;70;104;64
350;20200418;9;30;108;47
350;20200418;10;990;136;184
350;20200418;11;220;139;125
350;20200418;12;280;124;46
350;20200418;13;330;140;121
350;20200418;14;250;137;81
350;20200418;15;250;141;106
350;20200418;16;260;134;52
350;20200418;17;270;131;25
350;20200418;18;280;128;19
350;20200418;19;280;121;1
350;20200418;20;250;121;0
350;20200418;21;240;115;0
350;20200418;22;230;104;0
350;20200418;23;250;99;0
350;20200418;24;240;96;0
350;20200419;1;220;98;0
350;20200419;2;250;101;0
350;20200419;3;270;102;0
350;20200419;4;310;101;0
350;20200419;5;360;94;0
350;20200419;6;20;99;5
350;20200419;7;40;103;28
350;20200419;8;20;104;53
350;20200419;9;70;127;124
350;20200419;10;40;127;112
350;20200419;11;50;159;254
350;20200419;12;60;176;280
350;20200419;13;70;180;275
350;20200419;14;60;187;254
350;20200419;15;60;191;216
350;20200419;16;70;185;166
350;20200419;17;60;178;107
350;20200419;18;60;164;47
350;20200419;19;60;148;7
350;20200419;20;60;138;0
350;20200419;21;50;122;0
350;20200419;22;60;121;0
350;20200419;23;70;112;0
350;20200419;24;80;108;0
350;20200420;1;60;98;0
350;20200420;2;60;90;0
350;20200420;3;60;84;0
350;20200420;4;70;76;0
350;20200420;5;70;72;2
350;20200420;6;60;81;32
350;20200420;7;70;98;87
350;20200420;8;70;120;148
350;20200420;9;70;142;203
350;20200420;10;70;161;248
350;20200420;11;80;177;278
350;20200420;12;70;181;291
350;20200420;13;70;186;285
350;20200420;14;70;187;261
350;20200420;15;70;193;219
350;20200420;16;70;191;166
350;20200420;17;70;181;107
350;20200420;18;70;168;47
350;20200420;19;70;156;7
350;20200420;20;70;147;0
350;20200420;21;80;140;0
350;20200420;22;70;132;0
350;20200420;23;80;126;0
350;20200420;24;70;116;0
350;20200421;1;70;108;0
350;20200421;2;70;102;0
350;20200421;3;60;94;0
350;20200421;4;60;87;0
350;20200421;5;60;86;3
350;20200421;6;60;96;36
350;20200421;7;70;114;93
350;20200421;8;70;136;154
350;20200421;9;80;149;209
350;20200421;10;80;165;253
350;20200421;11;80;180;281
350;20200421;12;80;191;291
350;20200421;13;70;194;285
350;20200421;14;70;201;258
350;20200421;15;70;204;219
350;20200421;16;70;196;167
350;20200421;17;80;190;108
350;20200421;18;70;180;49
350;20200421;19;60;164;8
350;20200421;20;70;154;0
350;20200421;21;70;147;0
350;20200421;22;80;138;0
350;20200421;23;70;131;0
350;20200421;24;70;120;0
350;20200422;1;50;109;0
350;20200422;2;60;96;0
350;20200422;3;60;98;0
350;20200422;4;60;98;0
350;20200422;5;60;95;3
350;20200422;6;70;108;38
350;20200422;7;70;131;98
350;20200422;8;90;155;155
350;20200422;9;80;168;210
350;20200422;10;70;181;255
350;20200422;11;70;199;284
350;20200422;12;70;207;296
350;20200422;13;60;211;288
350;20200422;14;70;217;264
350;20200422;15;70;222;224
350;20200422;16;70;216;171
350;20200422;17;70;212;111
350;20200422;18;60;201;51
350;20200422;19;60;183;9
350;20200422;20;60;167;0
350;20200422;21;60;157;0
350;20200422;22;70;147;0
350;20200422;23;80;125;0
350;20200422;24;90;115;0
350;20200423;1;70;105;0
350;20200423;2;60;91;0
350;20200423;3;70;81;0
350;20200423;4;60;69;0
350;20200423;5;70;77;4
350;20200423;6;70;111;38
350;20200423;7;100;142;94
350;20200423;8;110;162;154
350;20200423;9;110;187;207
350;20200423;10;110;201;251
350;20200423;11;110;219;280
350;20200423;12;120;223;292
350;20200423;13;150;230;285
350;20200423;14;90;233;258
350;20200423;15;130;233;221
350;20200423;16;110;236;171
350;20200423;17;80;228;103
350;20200423;18;40;206;47
350;20200423;19;10;171;6
350;20200423;20;10;160;0
350;20200423;21;310;119;0
350;20200423;22;290;117;0
350;20200423;23;290;101;0
350;20200423;24;270;92;0
350;20200424;1;0;73;0
350;20200424;2;260;63;0
350;20200424;3;270;61;0
350;20200424;4;290;71;0
350;20200424;5;360;77;3
350;20200424;6;280;99;36
350;20200424;7;320;125;91
350;20200424;8;350;144;150
350;20200424;9;20;163;199
350;20200424;10;350;179;247
350;20200424;11;340;188;281
350;20200424;12;340;186;289
350;20200424;13;10;193;270
350;20200424;14;320;193;264
350;20200424;15;330;192;237
350;20200424;16;350;185;175
350;20200424;17;340;170;116
350;20200424;18;340;152;55
350;20200424;19;340;132;11
350;20200424;20;340;107;0
350;20200424;21;340;93;0
350;20200424;22;10;83;0
350;20200424;23;350;74;0
350;20200424;24;350;75;0
350;20200425;1;20;84;0
350;20200425;2;10;86;0
350;20200425;3;350;87;0
350;20200425;4;350;87;0
350;20200425;5;10;86;2
350;20200425;6;10;89;18
350;20200425;7;10;94;48
350;20200425;8;350;95;57
350;20200425;9;40;99;78
350;20200425;10;50;106;105
350;20200425;11;20;124;204
350;20200425;12;140;134;298
350;20200425;13;30;133;308
350;20200425;14;330;138;268
350;20200425;15;10;141;224
350;20200425;16;340;141;164
350;20200425;17;20;139;107
350;20200425;18;360;129;53
350;20200425;19;350;107;11
350;20200425;20;350;91;0
350;20200425;21;350;78;0
350;20200425;22;10;61;0
350;20200425;23;30;55;0
350;20200425;24;20;51;0
350;20200426;1;20;45;0
350;20200426;2;20;34;0
350;20200426;3;20;33;0
350;20200426;4;40;27;0
350;20200426;5;20;31;5
350;20200426;6;30;57;41
350;20200426;7;60;88;93
350;20200426;8;60;106;156
350;20200426;9;360;122;212
350;20200426;10;350;138;243
350;20200426;11;10;147;287
350;20200426;12;180;154;296
350;20200426;13;340;168;287
350;20200426;14;340;166;264
350;20200426;15;10;174;225
350;20200426;16;340;172;176
350;20200426;17;10;165;118
350;20200426;18;10;155;57
350;20200426;19;20;125;11
350;20200426;20;10;102;0
350;20200426;21;20;81;0
350;20200426;22;30;75;0
350;20200426;23;0;56;0
350;20200426;24;0;52;0
350;20200427;1;0;42;0
350;20200427;2;0;38;0
350;20200427;3;190;32;0
350;20200427;4;180;39;0
350;20200427;5;170;44;6
350;20200427;6;190;75;21
350;20200427;7;190;131;102
350;20200427;8;210;156;138
350;20200427;9;220;180;207
350;20200427;10;210;190;250
350;20200427;11;200;198;275
350;20200427;12;240;205;281
350;20200427;13;250;216;280
350;20200427;14;250;222;255
350;20200427;15;290;220;219
350;20200427;16;280;213;161
350;20200427;17;310;192;68
350;20200427;18;310;189;41
350;20200427;19;20;150;7
350;20200427;20;20;126;0
350;20200427;21;10;123;0
350;20200427;22;350;113;0
350;20200427;23;10;104;0
350;20200427;24;20;98;0
350;20200428;1;30;88;0
350;20200428;2;20;85;0
350;20200428;3;30;83;0
350;20200428;4;20;89;0
350;20200428;5;10;92;2
350;20200428;6;30;91;7
350;20200428;7;30;96;16
350;20200428;8;40;102;36
350;20200428;9;70;112;56
350;20200428;10;50;114;66
350;20200428;11;50;125;99
350;20200428;12;30;128;73
350;20200428;13;40;125;44
350;20200428;14;80;124;31
350;20200428;15;0;124;19
350;20200428;16;220;136;52
350;20200428;17;230;137;47
350;20200428;18;270;137;31
350;20200428;19;310;126;12
350;20200428;20;360;118;0
350;20200428;21;30;114;0
350;20200428;22;40;110;0
350;20200428;23;100;110;0
350;20200428;24;210;113;0
350;20200429;1;220;104;0
350;20200429;2;200;105;0
350;20200429;3;200;105;0
350;20200429;4;210;107;0
350;20200429;5;210;110;3
350;20200429;6;210;113;11
350;20200429;7;210;118;28
350;20200429;8;220;119;30
350;20200429;9;220;113;34
350;20200429;10;250;134;130
350;20200429;11;240;138;164
350;20200429;12;240;146;161
350;20200429;13;230;147;133
350;20200429;14;210;161;166
350;20200429;15;220;170;141
350;20200429;16;200;162;73
350;20200429;17;200;150;14
350;20200429;18;180;141;16
350;20200429;19;170;136;4
350;20200429;20;180;126;0
350;20200429;21;230;107;0
350;20200429;22;190;101;0
350;20200429;23;180;100;0
350;20200429;24;190;99;0
350;20200430;1;190;97;0
350;20200430;2;190;94;0
350;20200430;3;160;90;0
350;20200430;4;160;89;0
350;20200430;5;190;92;2
350;20200430;6;220;95;15
350;20200430;7;240;102;72
350;20200430;8;230;112;91
350;20200430;9;230;119;120
350;20200430;10;220;139;236
350;20200430;11;200;147;212
350;20200430;12;210;153;245
350;20200430;13;220;153;248
350;20200430;14;180;171;217
350;20200430;15;200;167;174
350;20200430;16;200;167;155
350;20200430;17;200;148;101
350;20200430;18;170;139;27
350;20200430;19;210;97;2
350;20200430;20;200;100;0
350;20200430;21;190;90;0
350;20200430;22;210;86;0
350;20200430;23;200;85;0
350;20200430;24;200;81;0
350;20200501;1;210;83;0
350;20200501;2;200;77;0
350;20200501;3;190;75;0
350;20200501;4;200;82;0
350;20200501;5;200;83;5
350;20200501;6;200;87;20
350;20200501;7;210;101;79
350;20200501;8;210;106;71
350;20200501;9;220;116;131
350;20200501;10;210;125;91
350;20200501;11;210;135;184
350;20200501;12;250;92;76
350;20200501;13;260;127;205
350;20200501;14;220;122;140
350;20200501;15;210;123;173
350;20200501;16;230;130;115
350;20200501;17;280;133;100
350;20200501;18;270;125;46
350;20200501;19;250;113;16
350;20200501;20;250;103;0
350;20200501;21;240;93;0
350;20200501;22;220;86;0
350;20200501;23;220;89;0
350;20200501;24;220;90;0
350;20200502;1;220;84;0
350;20200502;2;220;83;0
350;20200502;3;210;82;0
350;20200502;4;220;79;0
350;20200502;5;230;80;6
350;20200502;6;240;93;46
350;20200502;7;240;83;50
350;20200502;8;230;64;9
350;20200502;9;240;88;66
350;20200502;10;260;115;218
350;20200502;11;280;98;95
350;20200502;12;300;129;211
350;20200502;13;280;135;225
350;20200502;14;300;127;214
350;20200502;15;290;137;156
350;20200502;16;290;131;143
350;20200502;17;280;133;109
350;20200502;18;280;124;72
350;20200502;19;280;102;16
350;20200502;20;240;89;0
350;20200502;21;250;81;0
350;20200502;22;230;74;0
350;20200502;23;210;68;0
350;20200502;24;220;64;0
350;20200503;1;210;68;0
350;20200503;2;220;68;0
350;20200503;3;220;67;0
350;20200503;4;210;66;0
350;20200503;5;210;61;7
350;20200503;6;210;83;49
350;20200503;7;210;101;62
350;20200503;8;230;125;110
350;20200503;9;200;134;142
350;20200503;10;250;151;182
350;20200503;11;210;156;193
350;20200503;12;200;159;191
350;20200503;13;220;162;207
350;20200503;14;220;164;144
350;20200503;15;200;170;152
350;20200503;16;230;165;115
350;20200503;17;250;159;60
350;20200503;18;210;154;21
350;20200503;19;210;139;3
350;20200503;20;40;133;0
350;20200503;21;40;129;0
350;20200503;22;60;122;0
350;20200503;23;60;120;0
350;20200503;24;30;114;0
350;20200504;1;40;112;0
350;20200504;2;50;114;0
350;20200504;3;30;109;0
350;20200504;4;30;106;0
350;20200504;5;60;107;1
350;20200504;6;30;103;11
350;20200504;7;20;105;23
350;20200504;8;30;109;49
350;20200504;9;40;120;114
350;20200504;10;30;133;130
350;20200504;11;20;144;189
350;20200504;12;40;156;290
350;20200504;13;20;167;272
350;20200504;14;350;169;231
350;20200504;15;360;169;233
350;20200504;16;30;158;181
350;20200504;17;10;155;125
350;20200504;18;20;138;68
350;20200504;19;20;119;19
350;20200504;20;20;102;0
350;20200504;21;20;90;0
350;20200504;22;30;81;0
350;20200504;23;40;76;0
350;20200504;24;40;67;0
350;20200505;1;40;59;0
350;20200505;2;40;52;0
350;20200505;3;40;46;0
350;20200505;4;40;40;0
350;20200505;5;50;51;15
350;20200505;6;60;69;61
350;20200505;7;70;84;120
350;20200505;8;60;98;175
350;20200505;9;60;110;226
350;20200505;10;50;124;272
350;20200505;11;70;133;302
350;20200505;12;40;137;315
350;20200505;13;40;146;308
350;20200505;14;50;144;283
350;20200505;15;30;146;243
350;20200505;16;70;149;191
350;20200505;17;60;146;131
350;20200505;18;60;140;70
350;20200505;19;50;124;20
350;20200505;20;20;101;0
350;20200505;21;20;86;0
350;20200505;22;20;73;0
350;20200505;23;20;67;0
350;20200505;24;30;66;0
350;20200506;1;30;58;0
350;20200506;2;40;49;0
350;20200506;3;50;43;0
350;20200506;4;50;41;0
350;20200506;5;50;50;12
350;20200506;6;70;81;56
350;20200506;7;100;107;115
350;20200506;8;100;131;174
350;20200506;9;120;149;227
350;20200506;10;100;159;268
350;20200506;11;80;165;293
350;20200506;12;50;167;308
350;20200506;13;50;173;302
350;20200506;14;20;179;278
350;20200506;15;30;176;237
350;20200506;16;360;176;185
350;20200506;17;20;174;128
350;20200506;18;40;166;68
350;20200506;19;360;140;19
350;20200506;20;20;120;1
350;20200506;21;20;107;0
350;20200506;22;30;82;0
350;20200506;23;30;68;0
350;20200506;24;50;65;0
350;20200507;1;30;62;0
350;20200507;2;70;55;0
350;20200507;3;90;46;0
350;20200507;4;0;43;0
350;20200507;5;0;48;14
350;20200507;6;990;96;58
350;20200507;7;130;130;112
350;20200507;8;160;154;171
350;20200507;9;990;178;224
350;20200507;10;990;188;264
350;20200507;11;990;200;290
350;20200507;12;300;199;302
350;20200507;13;990;210;281
350;20200507;14;990;215;252
350;20200507;15;990;211;188
350;20200507;16;300;211;145
350;20200507;17;360;198;97
350;20200507;18;30;189;47
350;20200507;19;350;170;15
350;20200507;20;360;153;1
350;20200507;21;20;130;0
350;20200507;22;10;120;0
350;20200507;23;20;103;0
350;20200507;24;30;95;0
350;20200508;1;0;81;0
350;20200508;2;0;81;0
350;20200508;3;0;76;0
350;20200508;4;0;69;0
350;20200508;5;0;73;10
350;20200508;6;30;104;38
350;20200508;7;90;145;95
350;20200508;8;80;175;170
350;20200508;9;80;190;204
350;20200508;10;70;201;262
350;20200508;11;990;214;289
350;20200508;12;20;217;280
350;20200508;13;120;231;297
350;20200508;14;360;222;192
350;20200508;15;20;223;155
350;20200508;16;20;217;130
350;20200508;17;40;216;78
350;20200508;18;50;210;46
350;20200508;19;30;190;24
350;20200508;20;20;162;1
350;20200508;21;0;156;0
350;20200508;22;20;142;0
350;20200508;23;20;132;0
350;20200508;24;10;114;0
350;20200509;1;30;106;0
350;20200509;2;20;109;0
350;20200509;3;90;97;0
350;20200509;4;50;97;0
350;20200509;5;30;106;14
350;20200509;6;30;138;50
350;20200509;7;50;169;111
350;20200509;8;60;202;176
350;20200509;9;70;215;217
350;20200509;10;70;229;259
350;20200509;11;60;235;293
350;20200509;12;90;241;306
350;20200509;13;50;250;300
350;20200509;14;80;251;275
350;20200509;15;50;253;236
350;20200509;16;70;252;180
350;20200509;17;60;246;126
350;20200509;18;50;233;66
350;20200509;19;40;202;18
350;20200509;20;30;169;0
350;20200509;21;10;164;0
350;20200509;22;20;137;0
350;20200509;23;30;128;0
350;20200509;24;30;132;0
350;20200510;1;50;127;0
350;20200510;2;110;113;0
350;20200510;3;30;113;0
350;20200510;4;110;110;1
350;20200510;5;120;122;8
350;20200510;6;140;143;26
350;20200510;7;80;167;51
350;20200510;8;60;182;61
350;20200510;9;990;203;121
350;20200510;10;10;215;211
350;20200510;11;20;222;165
350;20200510;12;10;224;176
350;20200510;13;20;217;71
350;20200510;14;350;195;23
350;20200510;15;340;170;51
350;20200510;16;10;156;41
350;20200510;17;360;128;14
350;20200510;18;10;104;6
350;20200510;19;10;91;2
350;20200510;20;20;82;0
350;20200510;21;20;80;0
350;20200510;22;20;75;0
350;20200510;23;20;73;0
350;20200510;24;20;69;0
350;20200511;1;20;67;0
350;20200511;2;20;69;0
350;20200511;3;20;67;0
350;20200511;4;30;60;0
350;20200511;5;20;59;12
350;20200511;6;30;73;71
350;20200511;7;30;85;121
350;20200511;8;30;94;185
350;20200511;9;20;110;248
350;20200511;10;30;122;295
350;20200511;11;20;117;234
350;20200511;12;20;109;205
350;20200511;13;20;115;185
350;20200511;14;20;122;179
350;20200511;15;20;127;212
350;20200511;16;20;114;140
350;20200511;17;10;111;143
350;20200511;18;360;102;81
350;20200511;19;360;87;28
350;20200511;20;10;73;1
350;20200511;21;360;65;0
350;20200511;22;360;61;0
350;20200511;23;350;48;0
350;20200511;24;330;30;0
350;20200512;1;280;17;0
350;20200512;2;990;7;0
350;20200512;3;0;-4;0
350;20200512;4;0;-4;0
350;20200512;5;240;8;19
350;20200512;6;260;62;68
350;20200512;7;990;83;124
350;20200512;8;270;92;153
350;20200512;9;330;96;108
350;20200512;10;220;96;92
350;20200512;11;290;101;101
350;20200512;12;280;116;212
350;20200512;13;310;109;113
350;20200512;14;290;112;133
350;20200512;15;300;114;105
350;20200512;16;310;112;44
350;20200512;17;330;114;52
350;20200512;18;350;117;60
350;20200512;19;340;98;26
350;20200512;20;280;63;1
350;20200512;21;0;60;0
350;20200512;22;0;66;0
350;20200512;23;190;65;0
350;20200512;24;230;67;0
350;20200513;1;0;58;0
350;20200513;2;220;37;0
350;20200513;3;0;19;0
350;20200513;4;200;14;0
350;20200513;5;200;28;20
350;20200513;6;210;83;67
350;20200513;7;270;108;124
350;20200513;8;300;124;183
350;20200513;9;270;127;195
350;20200513;10;340;103;66
350;20200513;11;10;125;241
350;20200513;12;360;129;151
350;20200513;13;20;132;172
350;20200513;14;360;133;185
350;20200513;15;10;122;183
350;20200513;16;360;113;142
350;20200513;17;360;111;83
350;20200513;18;10;102;54
350;20200513;19;10;96;29
350;20200513;20;10;87;3
350;20200513;21;20;77;0
350;20200513;22;20;64;0
350;20200513;23;20;53;0
350;20200513;24;10;45;0
350;20200514;1;10;30;0
350;20200514;2;330;10;0
350;20200514;3;10;21;0
350;20200514;4;20;15;0
350;20200514;5;30;35;21
350;20200514;6;20;66;70
350;20200514;7;50;88;130
350;20200514;8;40;97;183
350;20200514;9;20;113;245
350;20200514;10;30;120;242
350;20200514;11;20;124;298
350;20200514;12;360;134;331
350;20200514;13;50;128;249
350;20200514;14;30;137;275
350;20200514;15;10;135;230
350;20200514;16;10;128;194
350;20200514;17;20;123;113
350;20200514;18;10;116;82
350;20200514;19;20;99;29
350;20200514;20;10;83;2
350;20200514;21;10;71;0
350;20200514;22;20;60;0
350;20200514;23;10;55;0
350;20200514;24;20;44;0
350;20200515;1;20;29;0
350;20200515;2;20;28;0
350;20200515;3;30;25;0
350;20200515;4;10;20;0
350;20200515;5;20;36;22
350;20200515;6;50;67;70
350;20200515;7;40;90;130
350;20200515;8;20;102;188
350;20200515;9;20;114;240
350;20200515;10;360;127;281
350;20200515;11;350;137;309
350;20200515;12;40;147;312
350;20200515;13;340;150;309
350;20200515;14;360;140;102
350;20200515;15;20;140;67
350;20200515;16;40;142;50
350;20200515;17;350;155;74
350;20200515;18;350;140;93
350;20200515;19;350;124;30
350;20200515;20;40;91;2
350;20200515;21;0;70;0
350;20200515;22;990;54;0
350;20200515;23;200;49;0
350;20200515;24;0;58;0
350;20200516;1;0;39;0
350;20200516;2;210;26;0
350;20200516;3;0;23;0
350;20200516;4;180;18;1
350;20200516;5;200;40;21
350;20200516;6;210;94;68
350;20200516;7;230;122;122
350;20200516;8;240;149;182
350;20200516;9;250;158;219
350;20200516;10;260;164;184
350;20200516;11;260;152;107
350;20200516;12;260;162;175
350;20200516;13;270;164;227
350;20200516;14;290;169;234
350;20200516;15;290;155;218
350;20200516;16;300;154;171
350;20200516;17;310;132;79
350;20200516;18;310;134;35
350;20200516;19;310;115;27
350;20200516;20;300;90;2
350;20200516;21;270;84;0
350;20200516;22;260;55;0
350;20200516;23;260;46;0
350;20200516;24;250;39;0
350;20200517;1;220;45;0
350;20200517;2;240;41;0
350;20200517;3;210;30;0
350;20200517;4;210;28;1
350;20200517;5;190;60;21
350;20200517;6;220;96;64
350;20200517;7;240;126;114
350;20200517;8;270;153;182
350;20200517;9;260;167;232
350;20200517;10;280;168;209
350;20200517;11;270;186;209
350;20200517;12;270;173;215
350;20200517;13;270;185;223
350;20200517;14;270;184;175
350;20200517;15;280;190;198
350;20200517;16;310;197;171
350;20200517;17;300;192;137
350;20200517;18;290;185;80
350;20200517;19;330;164;27
350;20200517;20;310;141;2
350;20200517;21;280;125;0
350;20200517;22;170;99;0
350;20200517;23;200;86;0
350;20200517;24;200;76;0
350;20200518;1;210;86;0
350;20200518;2;210;83;0
350;20200518;3;220;84;0
350;20200518;4;220;89;1
350;20200518;5;220;99;20
350;20200518;6;220;119;63
350;20200518;7;250;141;117
350;20200518;8;250;159;159
350;20200518;9;240;179;219
350;20200518;10;240;200;262
350;20200518;11;250;206;289
350;20200518;12;270;218;298
350;20200518;13;260;225;294
350;20200518;14;270;224;280
350;20200518;15;260;225;252
350;20200518;16;280;234;200
350;20200518;17;300;207;89
350;20200518;18;290;193;73
350;20200518;19;320;171;21
350;20200518;20;300;145;1
350;20200518;21;230;121;0
350;20200518;22;200;101;0
